4.50 -568.0508592552
4.75 -568.0523094422
5.00 -568.0532238403
5.25 -568.0537943109
5.50 -568.0541464711
5.75 -568.0543701785
6.00 -568.0545153413
6.25 -568.0546020068
6.50 -568.0546594656
6.75 -568.0547114716
7.00 -568.0547510671
7.25 -568.0547764215
7.50 -568.0547965490
7.75 -568.0548159722
8.00 -568.0548303949
8.25 -568.0548440210
8.50 -568.0548619448
8.75 -568.0548839323
9.00 -568.0549039097
9.25 -568.0549165142
9.50 -568.0549226412
9.75 -568.0549248911
10.00 -568.0549250471
10.25 -568.0549249348
10.50 -568.0549237150
10.75 -568.0549217321
11.00 -568.0549196837
11.25 -568.0549180196
11.50 -568.0549170983
11.75 -568.0549169487
12.00 -568.0549176008
12.25 -568.0549188816
12.50 -568.0549202691
12.75 -568.0549217004
13.00 -568.0549231158
13.25 -568.0549244365
13.50 -568.0549256041
13.75 -568.0549265944
14.00 -568.0549274182
14.25 -568.0549281100
14.50 -568.0549286975
14.75 -568.0549291909
15.00 -568.0549296344
