4.50 -567.7131840382
4.75 -567.7143193323
5.00 -567.7149586341
5.25 -567.7152975617
5.50 -567.7154598764
5.75 -567.7155224592
6.00 -567.7155316325
6.25 -567.7155137350
6.50 -567.7154830637
6.75 -567.7154473976
7.00 -567.7154108211
7.25 -567.7153758191
7.50 -567.7153435294
7.75 -567.7153144378
8.00 -567.7152886597
8.25 -567.7152658779
8.50 -567.7152457955
8.75 -567.7152281594
9.00 -567.7152125983
9.25 -567.7151989092
9.50 -567.7151868826
9.75 -567.7151764248
10.00 -567.7151673898
10.25 -567.7151596494
10.50 -567.7151531117
10.75 -567.7151475912
11.00 -567.7151429808
11.25 -567.7151391492
11.50 -567.7151359736
11.75 -567.7151333418
12.00 -567.7151311559
12.25 -567.7151293338
12.50 -567.7151278060
12.75 -567.7151265175
13.00 -567.7151254222
13.25 -567.7151244845
13.50 -567.7151236763
13.75 -567.7151229747
14.00 -567.7151223620
14.25 -567.7151218241
14.50 -567.7151213493
14.75 -567.7151209280
15.00 -567.7151205538
